normalisasi,Score,Sentiment
mungkin dia beli beras pinkan mambo kalau pinkan mambo jualan beras,-2,Negatif
beras porang dia pakai kali abang sekilo rebu giliran dapat bantuan orang misquen beras rusaaaak bau tidak layak the real beban negaraaaa coba sama ratakan dengan pegawai lain masih adalah yang nyalonin jadi dpr,-2,Negatif
mungkin beras dia ribu perkilo,-2,Negatif
lah aqyo heran berase kok mahal begitu,1,Positif
beras sekalian alat gilingnya yang dimakan,-2,Negatif
mngkn keluarga ya sekalian sama sama mertua keponakan adek kakak cucu cicit semua anggota dpr yang mengasih makan,0,Netral
mungkin berasnya berlapis emas,-1,Negatif
mereka makannya per menit sekali,-1,Negatif
tembolok mereka beda dengan manusia pada umumnya abang,-1,Negatif
kasihan dpr sudah segitu menerima gaji kayanya masih kurang,-2,Negatif
cuman juta,1,Positif
iya bro bapak ini mengomong kayak baru bangun tidur tidak cuci muka kayak begini nih,-4,Negatif
dan uang kos juta perbln karena tidak dapat rumah dinas,0,Netral
kasihan katanya helooo apa kabar rakyat yang cuma di gaji ribu per hari,-4,Negatif
telur ya ada naik tidak,1,Positif
kata kasihan ini yang perlu dipertahankan kok bisa kasihan dengan segitu baxak tunjangan sedangkan rakyantnya yang notabene mengutus mereka malah tidak dihiraukan,-5,Negatif
kalau aku gajinya saja juta sudah bisa buat hidup enak bulan,-1,Negatif
pekerjaan mereka apa ya sampai gajix bisa juta,2,Positif
rakyatnya tidak makan beras dan telur makanya tidak di naikkan,-1,Negatif
kasihan mana dengan msy yang makan atau ngais dpinggir jalann berkata lagi kak,-2,Negatif
ternyata ini lah versi beban negara,-1,Negatif
menteri keuangan kasihan dengan dpr hahaha makanya dinaikkan tunjangan lauk pauknya ya allah dpr masih dikasihani apalah daya rakyat yang makannya seadanya huhuu,-2,Negatif
naik dikit katanya abang,-1,Negatif
saking miskin ya anjir mngkn tidak punya fuit buat beli beras,1,Positif
semoga cepat dan bubarkan,0,Netral
mungkin beras ya di makan mentah abang sampai harus juta per bulan,-1,Negatif
cari status sebagai pejabat karena yang jadi dpr mereka orang orang yang sudah kayak sebelumya,-7,Negatif
dpr itu aslinya orang yang kayak jadi dpr untuk prestis dan pengabdian,-3,Negatif
apa kamu anggota dprklo memang pengabdian tidak akan joget mereka waktu di naikin gaji aku percaya pengakuan krisdayanti karena dia anggota dpr dia benar jujur mengasih tau gajinya tonton juga vt jerome polin nah di vt dia di bahas gaji tunjangan dpr itu banyak tidak ada cerita jadi dpr itu rugi,-13,Negatif
joget hanya lah senisbg rakyat tidak usah terlalu,-4,Negatif
turunkan gaji dpr biar orang yang benar tulus saja yang mau menjadi dpr,-2,Negatif
hindari politik uang shg biaya jadi dpr tidak banyak,-2,Negatif
sgitu saja tidak sesuai dengan modalnya,-1,Negatif
itu yang kelihatan juta yang siluman berapa ya,-2,Negatif
yang siluman apa contohnya biasakan bicara pakai data bukan asbun,-5,Negatif
jadi dpr itu tidak bikin kayamrk sudah kayak sejak sebelum jadi dpr,-3,Negatif
ya berarti tidak perlu ada kenaikan tunjanga,2,Positif
gaji yang ada saja tidak cukup itu besar kalau yang dinilai hidup kita yang cukup tga juta sebulan masih bisa hidup,-8,Negatif
usul seandainya ada data variabel dari setiap kawan dewan berapa anggaran yang dibutuhkan setiap kawan dengan privat dan umum ditetapkan sebagai efisiensi variabel tapi sayang mungkin ribet karena tidak strata,-9,Negatif
loh itu usulan cerdas agar lebih transparan,0,Netral
ya jangan jadi dpr goblok uang habis malah rakyat yang di salahkan,-2,Negatif
kan itu tiap blnnya belum kalau ada proyek besar,-2,Negatif
ya namanya dikasi ya diterima saja orang katanya cuma uang jajan,0,Netral
ya karena di kasih akhirnya cenderung memilihnya kanan daripada yang tidak kasihdpr adalah cerminan dari rakyatnya kalau dpr rusak ya dari rakyat yang rusak,-5,Negatif
dimane adek kamu ye,0,Netral
pahlawan kanggo awakmu tok,0,Netral
masih gentayangan saja kamu ya,0,Netral
kerja keras apa ya,1,Positif
kamu di sogok berapa sih sama dpr,0,Netral
saya tidak tau kerja dpr apa buat rakyat coba tolong jelaskan,-2,Negatif
kerja keras apa cuma duduk manis,-1,Negatif
matamu picek lah kene sng nandor pari ra mundak mundak og kontol anjing babi,-3,Negatif
cerdas kamu bos cara bikin biar banyak komen,1,Positif
memangnya anda juga ikut menikmati gaji dpr ya kok membela,-3,Negatif
pahlawan apa apa yang dia buat untuk masyarakat coba sebutkan,-3,Negatif
lo saja yang kelapran abang,-2,Negatif
iyo gaji memang tidak gede yang gede lain,-3,Negatif
betul ada uang aspirasi yang wajib juta kali dalam tahun,0,Netral
mencapai sekian miliar kita ya mantuull mimi krisdayanti jujur,1,Positif
tidak sinkron sama ucapan kd,1,Positif
iya betul pernah lihat dulu,1,Positif
betul gaji dpr sangat menggila gedex,-1,Negatif
ya benar ini juga sebelum kenaikan kan,1,Positif
kd bilang gji dpr tiap tanggal dapat jta,-1,Negatif
sampai dapat sama tahun,1,Positif
betulsuruh lihat vt ya krisdayanti,2,Positif
aku lo juta gaji bulanan bensin tuku dewemangan dewe,1,Positif
yaallah gaji ya apakah afdal kah sampai setinggi itu,1,Positif
ini sudah di rekayasa biar rkyt tidak membubarkn dpr kayaknya jauh sekli dengan video krisdayanti kalau cuman standar tidak ada eko sampai rumhnya pantastis bgitupun artis lain sudhlh tidak usah di tutupi prilaku anggota dewan itu saja sudah tidak memihak rkyt,-14,Negatif
kalau gaji mah tidak seberapa penghasilannya fantastis tahu menjabat dapat alphart selusin,-2,Negatif
benar banget dnger pernyataan dari kd sgat membagongkan,0,Netral
total sama lebih yakasihan sekali mereka,1,Positif
biaya beras juta bisa buat makan satu rw,2,Positif
lo mah orang kayak atow loanggota dpr,-1,Negatif
yang gajih kalian dari rakyat,-3,Negatif
loh pensiun saja mereka tetap dibayarenak thoo,-1,Negatif
introspeksi diri itu kayak bagaimana ya bang,-2,Negatif
kalau bisa sekalian gajih dpr biar rakyat miskin asal mereka hidupnya enak pasti rakyat bangga,-1,Negatif
keluarga dpr kamu ya,1,Positif
maaf baru komen soalnya baru bangun tidur,-1,Negatif
naik sdikit kok sampai jutaan,1,Positif
berjuang kayak apa masyarakat banyak yang kelaparan terutama di desa,-2,Negatif
litu sudah berlbihan lihat di swedi dprnya naik angkot,1,Positif
apa yang di perjuangkan joget,-2,Negatif
kamu bandingkan ump paling tinggi juta sama juta kamu anak dpr kok bisa orang dpr makan telor,2,Positif
juta sebulan lu bilang sedikit itu gaji umr setahun bro ubilang dikit,-2,Negatif
rakyat mana yang di perjuangkan rakyat pejabat,-2,Negatif
yakinlah doa orangrakyat yang teraniaya termasuk doa yang dikabulkan oleh allah swt,-3,Negatif
sesuai sama modal ya,3,Positif
gaji saya sebulan,-1,Negatif
menteri keuangan sayang sama kawan kawan di dpr aku auto vertigo dengar ya kok tidak sayang sama guru dan dosen,4,Positif
nyuruh mi perlahan itu kak,-2,Negatif
ya gedean apa,0,Netral
ribu perhari ya berapa bu masya allah,2,Positif
semoga berkah halal dunia akhirat,1,Positif
siapa bilang kecil di bandingkan rakyat untuk daerah dapat apa dapat gajih belum sbulan sudah habis bareng sembako naik gara dagang di pajekin pembeli miskin kena dampak mana rasa kasihanmu sama rakyat miskin,-6,Negatif
mana kerjaannya capek banget lagi rapat mulu,0,Netral
hahahaha kak sama nasib kita wkwkwkw,1,Positif
sabar bu yang penting ibu iklas insa allah biar kecil tapi berkah dan manfaat,1,Positif
ya allah sabar kak semoga rezekinya ditambah oleh Allah,4,Positif
iya benar kasihan banget mereka ini miris ya bun,1,Positif
mantap bos kata istri saya yang penting iklas,-1,Negatif
betul kalah jauh anggota dpr dari guru honorer dpr cuma juta guro honorer bersabarlah semoga titik peluhmu jadi amal ibadah yang akan diterima dialhirat dan titik air matamu skan menjadi butir muara yang berharga wahai guru honorer,-2,Negatif
betul saya pernh honorer tahun gji ribu,-1,Negatif
maling maling cuma ganti judul saja,-1,Negatif
rakyatnya di kasih beras kg bulan,-1,Negatif
lagi mereka makan ya di stok ulang masak nasi di rumah,2,Positif
kakak belum tau ya kalau juta sebetulnya kurang harusnya juta kak baru cukup untuk bulan,-1,Negatif
beli beras untuk dijual dengan harga tinggi ke masyarakat kayaknya,0,Netral
kan diksh uang beras tiap bulan,-1,Negatif
beli beras bulog saja lebih murah telur stabil,1,Positif
juta sebulan untuk beli beras kg beras harga berapa,2,Positif
aku dirumah orang beli beras karung kg itu sebulan lebih habisnya harganya ribu kalau kayaknya bisa lebih setahun bisa pakai hajatan juga,-1,Negatif
maksudnya uang makan bro bukan beras mewah banget ya makanannya per bulan,-1,Negatif
gue kirq mereka udang tidak makan beras tapi makan uang,-1,Negatif
anggota dewan makanya sehsri satu karung rbx jadi anggota dewan masih mibes jta,-4,Negatif
tunjangan beras cuma juta saya beli beras kg itupun sudah yang paling murah sangat merobek dompetku,-4,Negatif
korupsi ya berapa itu,-1,Negatif
ngapai ada tunjangan beras segala shorang di gji masih kurang bnerini mah,-2,Negatif
beras apa itu juta perbulan rakya makan raskin yang bau apek banyak ulat keras nasinya,-4,Negatif
tunjangan berasnya saja lipat umr kabupaten gue cok,-2,Negatif
enak kalau hidup kalian gaji segitu mikir tidak masarakat yang sulit untuk makan saja susa kami yang kerja keras kalian yang menikmati,-7,Negatif
apa daya kami yang kerja mati matiannn sebulan juta pak gajinya bapak juta saja nada bicaranya kayak ngeluh begitu lah kami kalau jelasin gaji kami bagaimana lagi nadanya pak menangis,-4,Negatif
tunjangan beras cuman juta cuman cuman cumaaannn anjay,-1,Negatif
beras juta mengasih makan rt kahh,1,Positif
dpr sekarang gunanya untuk apa ada platform dimana untuk survei aspirasi masyarakat bisa di salurkan melalui platform dan lembaga survei gampang kan danannya bisa buat bayar utanh,1,Positif
tunjangan beras cuma dapat juta cuma pak cuma cuma pak,-4,Negatif
cuman dapat juta,1,Positif
ekspresi kamu saat ini,0,Netral
juta dikata kasihan sama kawan kawan dpr,2,Positif
ya gaji tidak naik tapi tunjangan mu ituloh apa bedanya pak,-1,Negatif
mentri keuangan kasihan dengan kawan kawan dpr katanya ha otak gue tidak sampai untuk mencerna kata orang ini,-2,Negatif
ini baru beban negara bu menteri keuangan,-1,Negatif
greget banget aku dengar nya,0,Netral
cumanberas masih di tanggung negara woiiii,-1,Negatif
coblos semua gambar surat suara dengan tanpa membuka surat suara,-1,Negatif
yang dihapus tunjangan yang remeh temeh terus bagaimana dengan tunjangan yang fantastis ini tunjangan serap aspirasi sebesar rp per tahun untuk anggota dewan terdiri dari kunker di luar masa reses kunker di luar sidang kunker masa reses rumah aspirasi mohon dibantah pak,-8,Negatif
tidak ikhlas dunia akhirat,0,Netral
dpr pada tidak bersyukur,-1,Negatif
ya allahsedih amat ya dengar ya kami rakyat kecil mau mendapatkan ribu saja sehari bingung,3,Positif
wow hebat uang makn juta bagusbiar anak jjlnan pemulung petani makn kangkung n singkong ini namanya keadilan sosial bagi aparat saja,-1,Negatif
juta cuma cumaaa,0,Netral
dpr dewan pemeras raknyat,-1,Negatif
tunjangan beras cuma juta bisa buat makan keluarga saya yang orang selama bulan pak,-3,Negatif
pak kami mencari juta saja buat sebulan pak itu sudah include semua kebutuhan hidup lah bapak enak tunjangan beras saja sampai juta begitu hahah,-2,Negatif
setiap tunjangan dpr naik jutaan sedangkan umk naik paling kencang ratusan ribu doang wkwk,0,Netral
lah enak banget rakyat ya mau beli bensin beras telor jadi satu pakai duit gaji mana kga naik,0,Netral
itu pun masih cuman,-2,Negatif
kata cuman bikin sedih ya katanya menteri keuangan kasihan sama kawan kawan dpr sama guru seperti saya tidak kasihan ya,-1,Negatif
susah omong tidak mengerti lagi mau mengomong apa,-5,Negatif
cuman orang tak bersyukur ya macam ini,2,Positif
ssssttttsesama guru jangan ribut kita kan kerja sebulan dibayar seminggu,2,Positif
itupun dia bilang cuma,-2,Negatif
saya berdua sebulan habis kilo,0,Netral
beras campur emas tuh,1,Positif
dia bilang cuman bagi dia sedikit,-3,Negatif
sehari karung,0,Netral
merekan kan tidak makan beras,-1,Negatif
bukan di tanam kayanya itumah tapi di gali kayak emas makanya mahal,-2,Negatif
beras merk apa ya yang dimakan para wakil rakyat ini sampai tunjangan beras juta,-1,Negatif
habis makan langsung keluar tidak pernah merasa kenyang sehari bisa kali makan,-1,Negatif
semakin kelihatan bahwa mereka orang serakah,1,Positif
padahal dia tidak pernahakan di rumah,-1,Negatif
meraka beli beras berlapis emas itu,-1,Negatif
bulan sx bisa ganti motor baru,-1,Negatif
juta dibilang cuma,0,Netral
enak banget ya malah nanggung mereka negara bagaimana ini,0,Netral
sementara rakyat kecil masih banyak yang kelaparan,-3,Negatif
cuma juta rakyat yang kena pajak,-3,Negatif
enak batt kata cuma kita makan saja mikir mengeluarkan berapa,-3,Negatif
kan itu dari masyarakat,-2,Negatif
uang kenakalan juga di tanggung,-1,Negatif
kalau rakyat kecil krja gaji tidak seberapa semua di tanggung sendiri,-6,Negatif
banyak banget juta bensin,2,Positif
kasihan abang kawan dpr gaji tidak naik kok cuman tunjangan saja yang naik,-2,Negatif
betul sekali itu pak,-2,Negatif
betul banget sebenrnya yang miskin kita apa mereka ya semua di tanggung,-3,Negatif
tapi ini janji pak prabowo dulu pas nyalon tidak sih ingin menaikan gaji pejabat,-1,Negatif
sekarang beras jatah saja dijual,-1,Negatif
ditanggung rakyat guys bukan negara,0,Netral
ya masarakat lah yang tertidas,0,Netral
bapaknya belum dewasa tuhapa apa di tanggung negarakaya bocil saja,-2,Negatif
beras yang diimpor dari venus kak,-2,Negatif
rakyat ya sebulan kg mask nasi cuma hari sisanya puasa,0,Netral
mereka beli beras se sawah nya abang maknya tidak cukup,-2,Negatif
adang beras jepang kali kak dibuat masak terus digulung pakai nori eh dibungkusin jadi onigiri atau sushi lalu dibisnisin dapat cuan lagi,-1,Negatif
ngapak ngapak bae mas lah arusah campuraduk ana adang anapa,-1,Negatif
terus dia bilang cuman,-1,Negatif
dia sehari makan beras karung bos lihat perutnya gede,1,Positif
mandi sama beras bu,1,Positif
berasnya di impor dari bulan kang makannya mahal,-1,Negatif
bantuan buat yang tidak mampu saja cuma berapa kg wkwkwk,-2,Negatif
makan sawah nya itu wkwk,-1,Negatif
dan kata menkeu gaji pns beban uang beras pns saja cuma ribu sebulan maksimal orang yang ditanggung cuma ribu kesenjangan sosial banget,-4,Negatif
mungkin berasnya beras porang,-1,Negatif
beras merah bgg kloga beras organik porang no gluten brasmati untuk mnjga kesehatan,0,Netral
misal asumsi beras brasmati sekilo paling mahal mereka makan sehari kg berarti ribu kali hari cuman juta sebulan,0,Netral
mmm beras risotto impor italy berarti fix,0,Netral
makan beras siluman makanya kurang terus soalnya jadi ya tahi,-3,Negatif
beda makannya saya kg untuk bertiga sehari mereka makannyakg,-2,Negatif
di rumahku bertiga cuma masak gelas kak itu saja masih nyisa,-3,Negatif
dikasi belum tentu memilih dia kan kan luberjurdil jadi uangnya diterima milihnya tetap sesuai kata hati,0,Netral
mana ada nyaleg sama coy sama iya kali,2,Positif
kalau nyalon lurah atau dprd sama,0,Netral
tidak ada lurah paling juta dprd paling tinggi sama,1,Positif
lurahnya habisnya segitu tapi para botoh yang berjudi habisnya berapa,-1,Negatif
betul kebanyakan masyarakat tidak mau memilih kalau tidak dikasih duit dan itu nyata,-2,Negatif
betul jadi dpr itu hasil dari rakyat yang buruk juga moralitas ya dalam berpolitik,-1,Negatif
tidak balik modal,-2,Negatif
pengabdian setan itu,-2,Negatif
mengabdi kepada rakyat bukan setan karena mereka dilihat rakyat dengan cara dibeli suaranya termasuk anda juga kan,-6,Negatif
saya golput kalau ngabdi digaji ikhlas saja,-2,Negatif
kalau negara tidak ada duit jadi tidak usah digaji seperti pejuang kemerdekaan mereka tidak di gaji,-6,Negatif
jangan menyamakan sama pejuang dpr itu hina,-3,Negatif
itulak mengapa dapat begitu di minati,0,Netral
cari status sebagai pejabat karena mereka orang orang yang sudah kayak,-6,Negatif
terus kalau sudah kayak tidak pengin duit kebamyakan yang korup miliaran juga orang kayak abang,-6,Negatif
saya menonton blak an gaji dpr dari medsos sebelah luarr biasa,-3,Negatif
iya gaji juta tunjangan juta aspirasi juta kali kali kunjungan dapil juta kali kalipusing ngitung pendapatan dpr,3,Positif
akibat jujur dari krisdayanti tidak duduk lagi jadi dpr,-3,Negatif
belum jujur ini bapak,0,Netral
itu dulu sekarang naik,0,Netral
tanggal trm juta tanggal trm juta uang sewa rumah juta uang asfirasi jutakali setahun uang kunjungan dapil juta kali setahun belum yang lainya uang rapat sidang prjalanan dinas dll,2,Positif
ya betul ratusan juta keterima setaun ada yang lima kali ada yang delapan kali dalam setaun ratusan jta lain dari gaji itu,-2,Negatif
ia crisdayanty jujur mengatakan bayangkan irang saja gajinya ampir setengah sama bulan apa itu bukan beban negar,-5,Negatif
itu semua uang dari rakyat,-3,Negatif
setuju gaji dpr itu lebih dari itu,-2,Negatif
sama lebih dalam setahun,3,Positif
podcast krisdayanti yang membeberkan gaji anggota dpr per tanggal juta tanggal juta dana aspirasi juta kali dalam tahu kunjungan dapil juta kali dalam tahu mantab betul pajak dari rakyat,1,Positif
dpr pusat gaji bermber ember,1,Positif
terus meminta digaji berapa pak untuk idealnya kok tidak beda sama keterangan krisdayanti serius bapak hanya segitu vt ini dilihat rakyat indonesia pak,-3,Negatif
itu gaji dpr tahu sebelum prabowo jadi pres sekarang jauh lebih dari itu laah,-3,Negatif
kerja kerasnya mereka ini apa ya bertanya dengan nada binggung gaji mereka segitu sedangkan masyarakat masih banyak yang hidup belum layak,1,Positif
apa yang di kerjakan dpr selama ini untuk rakyat,-2,Negatif
tolol pahlawan negara dari mana woii terus apa peran penting bagi negara cuman ngatung uang saja,-4,Negatif
kok masih hidup orang ini cokk,0,Netral
anggap saja orang ini tidak ada tidak usah di meladeni komennya memang agak tekor akalnya,-4,Negatif
kerja keras apa tunjukkan bukti kerja keras dpr,0,Netral
mana kebaikan dpr masih gunaan rt,1,Positif
tidak naik tapi gede puluhan bagaimana yang gaji juta,0,Netral
memang makmu jadi anggota dewan kah sampai kau bela anggota dpr,-3,Negatif
orang nih muncul dimana di memang sengaja di begitukan jawabannya,-1,Negatif
pahlawan negara itu guru boleh,1,Positif
kebanyakan beras entar ke urug beras tidak bisa bangun lagi bagaimana,-1,Negatif
dimana mana kelihatan nih orang,0,Netral
para peteran yang benar pahlawan itu,-1,Negatif
pahlawan negara apanya sama anggota saja kasihan tapi kok sama rakyat ya tidak kasihan,-1,Negatif
eh lo di mnayaa,0,Netral
kayaknya nih akun jadian alias bukan manusia,-1,Negatif
ribu bu bukan ribu,-1,Negatif
bapak ya bicaranya enteng banget,2,Positif
najis banget tidak sih,-1,Negatif
iya takut stanting katanya,-1,Negatif
iya mulut kirek itu,-2,Negatif
aah dpr gulagji rakyat yang jrjnya jungkur balik cuma juta an,-2,Negatif
dpr penuh kemewahan rakyat kecil penuh penderitaan,-2,Negatif
hahaha kasihan dengan kawan dpr katax tujangan lain semuax diperhatikan oleh pemerintah lah rakyat dapat apa pak,-2,Negatif
sungguh sangat kasihan ya anggota dpr yang naik cuman tunjangan makan tunjangan bensin sungguh sangat kasihan yang naik cuman itu saja walaupun cuman itu saja,-6,Negatif
rakyat corporate mah gaji umr tunjangan tidak ada tapi bahan pokok harganya sama kayak dpr,-3,Negatif
menteri keuangan kasihan sama kawan dpr,1,Positif
curiga dpr makan telur sama beras tiap hari,1,Positif
sebulan beras cumaaaan juta,0,Netral
sudah ku capslock dalam otakku,0,Netral
yang bikin ngeri takut ya telur yang di kolor dia ikut naik,-3,Negatif
beras sekarung kg tidak nyampek juta tapi tunjangannya juta ngeri yamknnya berapa karung perbulannya,0,Netral
enaknya jadi dpr semua kebutuhan ditanggung negara rasanya pas kd mengomong sama satu bulan kalau dk salah pokoknya sama sebulan,-1,Negatif
ya itudikit dpr harus gajixa gedekasin itu katxa kwan dpr index ekonomi kan mlbung ya wajar ya naik kan kan kalau rakyat ksshn cari makin pakan,1,Positif
airmata rakyat tidak berarti broo yang penting mereka sjhtra,-1,Negatif
berjuang dalam rangka apa coba,0,Netral
berjuang untuk pribadi n partainya tidak memikirkan kesulitan rakyat,-3,Negatif
apa yang di perjuang kah demi rakyat,-2,Negatif
memperjuangkan diri sendiri bukan untuk rakyat kecil seperti saya,-6,Negatif
rakyat yang mnh abang rakyat yang di dpr begitu,-2,Negatif
sedikit dari hongkong abang satu bukan juta banglihat pokes ya krisdayanti,-1,Negatif
rakyat sengasara gmncoba kebahagian untuk rakyat kapan,0,Netral
ya berjuang untuk mengembalikan modal waktu pencalonan,1,Positif
tidak lihat rakyat kecil di bawah susah ya cari uang untuk bayar pajak untuk napkah anak istri ya,-3,Negatif
enteng banget bcrnyamungkin anda sudah kayacb lihat rakyat yang tidak bisa makin,0,Netral
jabar kan dulu apa yang sudah di buat dpr untuk rkyt,0,Netral
berjuang untuk apa mereka cuma diam,-2,Negatif
gaji juta sebulan bilang cuma,0,Netral
kasihan dengan kawan kawan dpr tidak kasihan dengan rakyatnya tragis,-1,Negatif
tunjangan ya banyak banget anjir enak banget hidup kalian diatas penderitaan rakyat yang gajinya pas pasan yang tidak dapat sebanyak tunjangan kalian,-2,Negatif
pantas orang mati an mau jadi caleg,0,Netral
anjir bensin juta bensin doang jirrr mana beras dapat juta lah kamu mah kudu nya bersyukur gaji ge sudah gede aduh benar tidak pernah lihat boleh deritaan rakyat nih para pejabat bangsyatttt,4,Positif
beras cuma juta kami beras bulan ribu itu sudah orang yang makan kalian makan beras apa pak,-4,Negatif
asa teu ridho aing mah,0,Netral
minggir o kabeh tak idonane dewe,-1,Negatif
cuman pak coba bersyukur deh bagaimana gaji pokok masyarakat yang cuman juta kurleb dan itu sudah termasuk menghidupi kluargany uang makan bensin beras listrik wifii,-1,Negatif
kasihan dengan kawan kawan dpr bagaimana lagi kita yang gaji cuma sampai juta perbulan kagak ada kesian kesiannya pajak digedein,-6,Negatif
kami guru yang di anggap beban negara alhamdulillah tidak dapat tunjangan beras bensin pakai uang sendiri ada murid sakit di sekolah bawa berobat pakai uang sendiri bukan pakai uang negara beli media pembelajaran pakai uang sendiri alhamdulillah kami lebih kayak dari dpr,-5,Negatif
beda pak dengan mbak krisdayanti saat ditanya di broadcast,-1,Negatif
yang jadi pertanyaan sebenarnya tugasnya dpr apa kok bisa kerjanya tidak kelihatan dapat banyak tunjangan sampai makan pun meminta ke pemerintah rakyatnya banyak yang miskin kalian diam saja,-6,Negatif
semua tunjangan di bilang cuma ya allah pak pak mau heran tapi kok dpr,-1,Negatif
innalilahi rakyat kecil hatinya ngejerit pak dengernya,-1,Negatif
cuman dapat ya gokilllll beras juta cuman dapt kita mau beli beras kilo saja kerja dari pagi sampai malam sampai masak pun bingung apa yang mau dimasak harusnya bersyukur pak bukan malah cuman,-3,Negatif
jtbln rakyat kecil mencari setahun pun tidak dapat segitu sudah hujan panas badai dilalui pagi siang sore malam bekerja tetap tidak mampu mencapai segitu,-8,Negatif
apa dia bilang tadi mentri keuangan kasihan dengan anggota dpr,-3,Negatif
whatt kasihan dengan kwan dpr,0,Netral
ingat ya beras cuma juta bensin juta gaji tidak naik ya beras telur naik kasihan katanya dengan kawan dpr wkwk apa kabar dengan rakyat yang gajinya umr pak apa sekarang serba dipajakin juta sebulan seperti merasa kurang dengan melontarkan kata cuma,-3,Negatif
bersyukur pak naik jutaan kok naik sesikit aku saja juta sebulan anak kalau tidak cukup buat makan ya puasa,0,Netral
beras telur naik rakyat jelata tidak ada yang kasihan tuh,-2,Negatif
juta perbulan cuma kamu bilang pak guru honor perbulan ribu itu juga pertiga bulan sekali dibayarnya,-2,Negatif
mungkin mentri keuangan kasihan dengan kawan kawan dpr,-1,Negatif
sebulan cuma juta untuk tunjangan beras menteri keuangan cuman kasihan sama teman dpr yang dapat gaji jutaapa kabar kami gaji umr masih dipotong pajakmenteri keuangan tidak kasihan,-2,Negatif
enak enak ya dapat tunjangan sudah gajih gede juga gua rakyat jelata kalau tidak kerja tidak makan boro boro tunjangan bansos juga hanya orang yang kayak yan mendapat bansos gua boro boro tunjangan atau bansos,-14,Negatif
beras tunjangan juta masih pakai cuma apa kabar yang sebulan sekali bergaji juta ini beras saja juta belum yang lainlain,-4,Negatif
kenyang memang makan duit rakyat,1,Positif
tunjangan beras cuma dapat juta cuma ha cuma maunye berape broooooo,-3,Negatif
intinya tidak usah ada angota dpr gaji ratusan sama tunjangan mobilitas dll tidak akan miskin dibanding gaji guru sebulan,-3,Negatif
bukan buat ngubur mereka nanti,-1,Negatif
mungkin mereka sehari makan ya kg kak,0,Netral
makan sama lahan ya kak,2,Positif
iya padahal makan di restoran,-1,Negatif
padahal tunjangan beras asn ribu bisa beda jauh begitu ya,-2,Negatif
mereka itu mau bikin toko beras,-1,Negatif
sementara rakyatnya disuruh mengantri panas demi dapat beras murah yang satu saknya cuma tulisannya kg tapi pas sampai rumah ditimbang kg pun tidak sampai jadi apanya yang murah harga tetap normalmahal yang ada berasnya yang dikurangi,-6,Negatif
kalau keluarga kecil kgan bisa cukup kok abang tapi yang di bahas itu hewanbinatang mana ada kata cukup,-6,Negatif
pns cuma rebu tidak sampai malah kayaknya itu juga digoreng terus sama netijen,-3,Negatif
kak beras mereka bukan beras ke kayak kita,-2,Negatif
mandi beras mandi bensin mandi semuanya,-1,Negatif
makannya selama jam tidak berenti kak makanya dikasih tunjangann segitu kelaparan banget apa ya,-1,Negatif
itu hitungan kita kak hitungan mereka sekilo beras,-1,Negatif
sebulan bisa membuat bekel se rt,1,Positif
jadi tidak heran tiba beras mahal dan langkagitu musim kampanye bagi beraslah merekamasuk akal kan,1,Positif
makanya beras mahalsama orang itu pula semuanya,-2,Negatif
mandi beras wkwkwkwk mengakak aku,0,Netral
menyala beban negaraguru gajinya tiga bulan sekali tunggu dana bos,-1,Negatif
iya lebih kasihan mereka yaberas cuma sekian juta perbulan tapi sama pemulung yang mkan sama nasi sisa mah tidak kasihan,1,Positif
halal iklas berkah selamat berjuang bugu semoga allah rido,3,Positif
kasihan ya cuma dapat uang juta kurang banyak itu kasihan kawan dpr naikkanlah lagi biar genap jtbiar makin mati rakyat hidup susah dpr kerja setahun sudah dapat beli buah rumah subsidi yang cocok buat kita kelas menengah kebawah,-2,Negatif
sama kak masih dibilang beban negara,0,Netral
mudahan berkah barokah pasti allah kasih rejeki dari ayah yang tidak kita sangka anak saya juga guru ibu,2,Positif
ribu tapi berkah itu buat keluarga,1,Positif
beda buk kalau guru beban negara kalau elit negara beban rakyat,-4,Negatif
efisiensi anggaran mpek banyak karyawan di phk sedang gaji dan tunjangan beras dpr sama seperti gajiku kerja bulan,0,Netral
iya bun sudah di anggap jadi beban negara lagi masih ingatkah kata kata yang dilontarkan oleh salah seorang anggota dewan,-8,Negatif
adek ku juga guru honorer sudah bertahun gaji ya sama ya ribu bulan itu juga dapat gajinya bulan sekali omg tuhan tolong,2,Positif
semoga guru segera di perhatikan amin,1,Positif
sudah gajinya di rapel juga ya kak,1,Positif
us dollar ya cek gu di bayar nyamantap banget,1,Positif
beras mau beli berapa ratus kilodibagikan saja tidak palingan buat nebus serangan fajar hadehhhhh,-2,Negatif
itu saja menteri keuangan kasihan sama dpr karena tunjangannya beras cuman juta,-1,Negatif
buat gundiknya kan harus di kasih makanlontenya kan makannya nasi,1,Positif
biar otaknya encer kasih ide cara apa lagi untuk memeras rakyat berasnya diimpor dari negeri kayangan,-5,Negatif
padahal tidak usah pakai istilah macam tunjangan yang besarnya terlalu mengadaada tapi the point,-5,Negatif
berasnya kagak dimasak mbak anggota dewan kan ada temboloknya jadi kalau makan beras langsung terus tersimpan di tembolok,-3,Negatif
maklumin orang dpr darah ijo ya guitu,1,Positif
namanya juga tikus,0,Netral
