normalisasi,Score,Sentiment
gue rasa dia lupa minum obat,-4,Negatif
sedikit dari hongkong abang satu bukan juta banglihat pokes ya krisdayanti,-1,Negatif
itu baru rumah belum yang lain lihat tuh kd,-1,Negatif
kayak ya beli beras siratakhi kak jutaa loch ini rakyat yang dapat bansos kadang beras ya perah banget apek,1,Positif
pertama kalau dari oktober oktober jatohnya setahun lebih sebulan bukan setahun pas kedua kalau pemerintah niat nyicil ya sudah tinggal perbulan saja mengasih ke dpr ya juta perbulan itu jadi efisiensi kemungkinan ini klarifikasi hanya untuk menenangkan rakyat kenyataannya entahlah hanya tuhan pemerintah dan dpr yang tau,-7,Negatif
kita gaji umr saja ngontrak sendiri masa anggota dpr yang banyak uang masih meminta dibayarin pemerintah,-3,Negatif
sudah kebelit diganti pemberitahuannya bersilat lidah,0,Netral
jurig sigana mah ieu jalema dimana aya,1,Positif
dan kalau dapat bantuan dari warga langsung viral di bilang meminta meminta anjing memang,0,Netral
memang kacaw negara konoha ini,0,Netral
greget ya dengernyabisa ya kasihan sama kawan dpr,3,Positif
lah beda lagi,-2,Negatif
dipangan sak sawah sawahe,0,Netral
sekalian kandang ayam sama kandang sapi,0,Netral
juta beli beras telor aku beli sembako buat sebln ribu,2,Positif
malah tambah makmur rakyatnya,2,Positif
duite sopo pak di hamburkeduit rakyat loh seenake dwek,0,Netral
asli kalau dunia sekarang ini,0,Netral
jutasetahun itu sudah bisa buat beli rumah woeyyyyy,1,Positif
semangat kak muadhan untuk semua kita yang lagi pada cari krja yang sudah krja yang pada cari duit di mudah dan lancar kan kaya gaji cuma mereka,-10,Negatif
lagu nasional yang katanya,-1,Negatif
bubarin saja ya dpr ri,0,Netral
makan karung ya kali,1,Positif
serius nih gaji gue buat mereka makan memang rakyat indonesia auto surga jalur sedekah,-1,Negatif
itulah ketika harga naik malah di naikan gaji anggota dpr lalu rakyat kecil bagaimana nasibnya kan tidak mereka tidak pikirkan mereka sebagai prwakilan suara rakyat malahan hanya untuk memperkaya diri sendiri urusan perut rakyat trisi apa tidak mereka tidak mau tau saya trkadang kasihan dengan guru honorer dan tenaga medis yang gaji ya sangat jauh dari logika yang di mana sekolah kesehatan biaya mahal karena saya sudah rasakan anak saya sekolah bidan benar benar terkuras,-11,Negatif
ingat ya gaji tidak naiktpi tunjangan selangittgerak dikit dibiayai negara,-2,Negatif
itu yang bikin kuping panas dengernyakita yang tanpa tunjangan berasbensin cari duit sampai nunjang palangsebulan belum dapat juta lohmasa sebanyak itu kok cuman kata diakenapa tidak ada bersyukurnyasedih aku tuhhhh misal tukeran posisi bulan gitubiar merasai jadi kitaapa masih bisa bilangcuman,-7,Negatif
padahal krja ya cuma tidur saja,-1,Negatif
akankah ramalan hard gumay akan terjadi,1,Positif
tunjangan berasnya saja juta kak perbln,-1,Negatif
memang tidak punya rumah kenapa mesti ngontrak,0,Netral
juta tunjangan kontrak selama tahun per tahun juta hidup hedonis,1,Positif
alasan ajaaaaa pak kita ini memang tidak pintar tapi tidak usah alasan begini amat,-3,Negatif
belok belok sudah penjelasanya biawak juga,2,Positif
masih kebanyakan om bascox juta juta juta perbulanwoopadahal kontran setahun juta sudah sangat mewahjadi juta saja selamat tahun,6,Positif
nih orang komen bae tiap vt dpr kayak kamu dibyr bae,-1,Negatif
naah ini jadi lebih jelas kelihatan,1,Positif
beras cuma juta sedangkan banyak rakyat yang tidak setiap hari bisa makan,-2,Negatif
telor juga ih yampun,-1,Negatif
aku juga herann buat sayembra dong,1,Positif
tunjangan apreasi jta kunjungan dapil,-1,Negatif
serlok rumah mu abang,1,Positif
iya kak memang kasihan jadi tidak bisa bayar orang buat menambah kekuasaan,1,Positif
bapakmu anggota dpr ya,0,Netral
rakyat bulan sekali baru dapat beras kg bun,-2,Negatif
tidak tau mana yang benar nih ceritanya orang dewan pandai kali mereka buat naskah fiktif hanya untuk mendapat uang,-2,Negatif
jogednya uya kuya asik banget woy,2,Positif
kalau tidak didemo ya diteruskan sampai,-1,Negatif
tunjangan komunikasi juta antum mau bikin tower wifi sendiri apa bagaimana anjj,-2,Negatif
ah plin plansudahlah tidak ada lagi tunjangan lagi,-4,Negatif
ya benar ke lebih kasihan dpr nyaharusnya dprnya gajinya juta sedangkan guru ribu tidak gasihan tidak dapat wasilitas apapun,2,Positif
kemarin kan sudah menjelaskam detailanya katanya nombok juta perbulan,0,Netral
tunjangan ya besar buk dan banyak macam ya jangan salah fokus sama gajinya,0,Netral
betul kasihan ya anggota dpr uang berasx cuma juta di t saya beras per kg ribu kalau bisa beli kg sangat bersyukur,-1,Negatif
shok banget dengernya ya allah banyak orang yang tidak bisa beli beras,1,Positif
mungkin tambah sejahtera kak kan tidak perlu gaji mereka habisin puluhan triliun,0,Netral
jejak digital ada ya kak sampai renyah banget lagi ketawanya,1,Positif
pegang hidung itu sudah pasti ada yang disembunyikan atau omonganya tidak dapat dipercaya,-4,Negatif
sampai uang bensin pun di tanggung negara biaya makan pun di tanggung sekarang kita bisa menilai kan siapa beban yang sebenarnya,-6,Negatif
iya betul kayak bujang muka nya,0,Netral
maklum lahmodalnya gede jadi anggota dpr,-1,Negatif
bijak sekali para wakil rakyatknp tidak tinggal sama rakyat saja di pinggir kali atau di rumah kardus biar lebih pas sebutan wakil rakyat,1,Positif
setiap bulan ya bagaimana bagaimana pakkk,0,Netral
bisa saja ngeles ya,-1,Negatif
biasanya komen tentang anis,0,Netral
tahu bulan juta jadi biaya kontrak rumah di kasih jtbulan ini sih ngontrak istana bukan ngontrak rumah,1,Positif
itu sudah total selama tahuuun dengar dong,0,Netral
dia mungkin dari planet plutooo,-3,Negatif
diulang lagi vt ya malah tambah bingung diangsur selama stahun dapat jtbulan jadi juta kali bulan okt nov juta buat byr biaya kontrakan selama masa priode tahun mau tanya kontrakannya stahun juta betul tidak buseeetttt kalau benar mah benar nyiksa pikiran rakya kecil yang ngontrak sbln juta saja bayarnya kempas kempis,-1,Negatif
mending lap dulu ingusnya dek,-1,Negatif
sangkuning ini orang aslinyaklo yang jelli ya maaf,0,Netral
entar nov diganti pos tunjangannya ke tunjangan yang lain akalan bagi duit,-3,Negatif
kamu orang mana sudah abang,0,Netral
tunjangannya itu loh harus di revisi keterlaluan,-3,Negatif
sekarang lagi defisit susah banget cari uang tapi segelintir orang yang menikmati,-5,Negatif
kalau juta pun sepertinya agak sedih kasihan bagaimana dengan yang bergaji juta ajaatau malah tidak ada pekerjaanmiris,-4,Negatif
orang ini ada dimana mana,0,Netral
lihat rakyat banyak yang kelaparan,0,Netral
lambang partai apa yang paling lucu pak,-3,Negatif
ngontrak bulan apa bos sampai harganye juta,0,Netral
satu karung yang super tidak sampai juta,-1,Negatif
gaji perbulan,0,Netral
dana aspirasi dana kunjungan dapil mentri keuangan kasihan dengan dpr bagaimana dengan gaji guruu pak yang benar saja,0,Netral
ini orang ya apa kebaikan yang sudah di rasakan dari dpr buat rakyat tidak adakebaikan buat pribadinya iya kali,0,Netral
jangan lupa numpang berak doang,-2,Negatif
di renovasi saja rumah dinas ya dari pada tiap bulan mengasih juta,0,Netral
gaji keluar mu kasih ke dia juta per bulan,-2,Negatif
coba tampilkan sprin gaji ya,1,Positif
dpr capek apa ng ada yang mikir rakyat rakyat itu cuma di buat kedok saja setelah di deni baru tunjangan di bilang begitu,-5,Negatif
itu mau dipakai ngontrak atau beli rumah baru sedangkan banyak rakyat yang tidak punya rumah diterlantarkan,0,Netral
lebih baik dibubarkan negara jadi sejahtera dan tentram,1,Positif
giliran rapat dtinggal bubuk,0,Netral
iya ke pernh lihat video kd,1,Positif
ya allohhhhh menangis saya dengar nya,0,Netral
kalian percaya omonganya politusi saya pertegas politisi,0,Netral
kayaknya mencari alasan saja berusaha membuat opini kayaknya kita nih bdohnya kelewatan,-3,Negatif
iya tidak masuk akal,-2,Negatif
beras juta perbulan kalau bagi kita juta untuk beras saja berapa tahun kedepan ya baru habis juta itu,2,Positif
memang anggota dpr rumah ya harus nyewa mulu perasaan yang aku lihat rumah ya gedong terus ruma ya hak milik tidak nyewa,3,Positif
benar banget sudah muak terserah lah,-1,Negatif
bpkkenapa penjelasan setiap anggota dprdberbeda ya,1,Positif
krj ya molor beruk nih tikus lo pakai bela p a,1,Positif
habis itu naik jadi juta wkwkw,1,Positif
rakyat lebih kasihan kakak,1,Positif
nanti ganti nama bukan anggaran kontrak rumah namanya di ganti anggaran beli rumah juta perbulan,1,Positif
naim shop,0,Netral
dana aspirasi juta per bulan jadi total tahun tembus sama,3,Positif
ya abang guru sd,2,Positif
tidak ada muka bersyukur nya kayak ya,0,Netral
congore anggota dewan rusak,-2,Negatif
menyembunyikan kebenaran para tikus ini,0,Netral
semua dapat tunjangan kita yang semua apa bayar,-5,Negatif
kasihan banget gajinya cuma juta per hari sedangkan aku mau dapat juta harus bulan,0,Netral
yohanes kamu ada dimana,0,Netral
itulak mengapa dapat begitu di minati,0,Netral
itu memang hak mereka karena mereka peduli kepada rakyat indonesia rakyat indonesia cinta anggota dpr,-3,Negatif
beras emas mungkin kack,-1,Negatif
kalau di total banyak juga ya bro,0,Netral
mana ada tunjangan rumah di byr tahun pertama untuk wsktu tahun tidak masuk akal,-2,Negatif
kalian percaya omonganya politusi saya pertegas politisi,0,Netral
berarti hari habis kg beras mereka makin,2,Positif
betul nyatanya sudah dibayarkan sejak oktober baru sekarang ketahuan kalau tidak ada demo lanjut terruusss,-4,Negatif
harga beras juta per kg mungkin beli berasnya dari eropa lalu keliling dunia baru sampai indonesia,1,Positif
mana ada ngontrak di jakarta tahun juta memang rakyat bodoh pak,1,Positif
kejam rakyatnya ngontrak bertahun dia setahun kebeli rumah kontrakan juta untuk rakyatnya kembali ngontrak,0,Netral
baca komen yang atas mentri keuangan kasihan ke dpr mentri keuangan kan anak buah majikan lo,-4,Negatif
mending naikin gakih petani buat mutar modal negara,1,Positif
dpr apa pekerjaan ya pak rakyat kecil yang mau di makan besok ketu besok dimana hati nurani bapak,-1,Negatif
sudahlah ikhlasin saja muka mu,-2,Negatif
kesanya kayak aji mumpung ya,0,Netral
memang anggota dpr rumah ya harus nyewa mulu perasaan yang aku lihat rumah ya gedong terus ruma ya hak milik tidak nyewa,3,Positif
kasihan meraka di bayar untuk itu dan memikirkan rakyat wajar rakyat menuntut katanya mereka wakil dan mengabdi untuk rakyat,-5,Negatif
duh kasihan banget,0,Netral
beras juta sudah bisa makan warga rw pak,1,Positif
telur hampir ribu lho,0,Netral
beras basmati beras merah beras porang beras shirataki tapi rakyatnya makan beras bulog,0,Netral
terserah kau yohanes atur lah kau,-1,Negatif
cuma juta abang katanya untuk beras sebulan juta itu cuma memang dunia semakin diminum semakin hauusss ya ini contohnya,1,Positif
juta lebih buuuk,2,Positif
berjuang apa aku ini tahun di partai apa yang di perjuangkan dpr kalaupun bikin uu itu uu yang menguntungkan partai dan kroninya tolol,-6,Negatif
ruu apa aset koruptor saja takut disahkan lantas wakil rakyat untuk mendukung siapa ruu apa aset koruptor kenapa tidak disahkan kami seluruh rakyat indonesia sudah pintar,-4,Negatif
akal liciknya dpr begitu tuh,0,Netral
tinggal di kossan saja biar merasakan penderitaan rakyat jangan tinggal di t enak akhirnya lupa penderitaan rakyat,-4,Negatif
tidak naik tapi sedikit saja lawak bapak ini,-2,Negatif
cuma buat mereka yang kasih beras mereka bilg itu perut apa karet,-2,Negatif
juta kali hari kerja,2,Positif
video buatan ai kok di percaya dasar sdm rendah,1,Positif
gila juta tunjangan beras dapat berapa karung beras tuhwah makanya bapak kali makan sebakul pakjgn kenyang kenyang pak otak bisa jadi malas pak,1,Positif
memang bapak mau nyidak anggota dpr yang ngontrak,-2,Negatif
itungannya itu selama tahun juta perbulanberarti juta nah tahunjadi bulan ya juta selama tahun,2,Positif
uang mulu ya dibicarakan rakyat dipikirim,1,Positif
biar mbledosss perutnya ya,1,Positif
juta jtthn,1,Positif
kali juta juta tahu untuk bayar kontrakan apkah semua dpr ngontrak apkah setiap hari kerja di gedung,2,Positif
awakke tambah lemu iki,1,Positif
mana beli emak kena pajak persen,-1,Negatif
kos juta sebulan seharusnya sehari juta,2,Positif
sama buat satu orang kali berapa banyak anggota dpr di indonesia pantasan saja mana bisa indonesia bisa kayak malah sebalik ya hutang yang makin bertambah,-2,Negatif
keluaran rsj mana abang bertanya dengan nada sound horex,3,Positif
penjelasan ya sudah beda begini beda orang beda penjelasannya,-2,Negatif
cuma memikirkan tidak mengurusi,-3,Negatif
beras juta buat ngubur dia,1,Positif
nama ya juga sih eta,1,Positif
bubarkan saja dpr kitasebagai rakyat carimakanpun susah cari gaji ribu perhari juga susah,-4,Negatif
ini juga kacau dan tidak krlas,-1,Negatif
ngeles mah iniklo masyarakat tidak berontak itu jtbulan bakal diterima sampai tiap bulan,-3,Negatif
intinya tahu kerja tunjangan rumah juta dan per bulan tunjangannya juta,0,Netral
kami juga iklas lbumu jadi lc,0,Netral
benaran bang baru juga main sudah dapat sc saja isi juta lumayan lah buat jajan sama pacar thanks info ya bang,3,Positif
memang keren banget,1,Positif
juta perbulan oh tuhan senang ya hidup mu,3,Positif
duit negara habis di sini,0,Netral
lebih kasihan masiarakat pak beras mahal listrik naikkalian semua di tanggung nengara,0,Netral
pantas kita rakyat melarat yaorang uwangnya diwakilkan juga sama wakil rakyat,0,Netral
memang kamu masyarakat,0,Netral
terbuat dari apa ya beras juta,0,Netral
biasakan mendengar dengan baik,0,Netral
tunjangannya kakak yang gede,-1,Negatif
lebih baik dibubarkan negara jadi sejahtera dan tentram,1,Positif
berpa gajinya pensiunan dpr,0,Netral
juta dikata kasihan sama kawan kawan dpr,2,Positif
ribut kali mulut kau itu,-2,Negatif
enak banget ya jadi pejabat indonesia,1,Positif
usul seandainya ada data variabel dari setiap kawan dewan berapa anggaran yang dibutuhkan setiap kawan dengan privat dan umum ditetapkan sebagai efisiensi variabel tapi sayang mungkin ribet karena tidak strata,-9,Negatif
giliran rakyat suruh nanggung psjak apapun enak nih orang krjanya,0,Netral
bersenang senanglah kalian di atas bumi yang hanya sementara ini jangan lupa masih ada khdpan di bawah bumi setelah ini,-5,Negatif
mending semua rakyat indonesia jadi dpr semua biar hidupnya bisa kejaamin seumur hidup,-2,Negatif
tapi bisa cukup ya bu,0,Netral
kok dapat juga bantuan listrik sih,0,Netral
juta bulan untuk kontrak tahun kontrakan yang bagaimana tahun juta pak,0,Netral
mereka ada ribuan pakai profil yang sama,0,Netral
mong sudah mong,0,Netral
kalian tau kan sekarang kenapa dulu almgusdur mau bubarin sarang penyamun dpr itu,-2,Negatif
maling mana mau mengaku,0,Netral
lihat rakyat banyak yang kelaparan,0,Netral
ya allah tidak ikhlas banget kita bayar pajak cuma buat menyenangkan anggota dpr,1,Positif
siapa yang nyuruh pak,-2,Negatif
sama ajaaaaaaaaa kalian kan punya rumah mengapai ngontrakkkkkkkk woiiiiiiii,3,Positif
kerja kerasnya dpr apa sih,0,Netral
hasil uang hrm jadi tidak kenyang ke perut mkny beli beras ya bukan karungan lagi,1,Positif
masak kita percaya sama tikus,2,Positif
tandain ini bapak anjing,-1,Negatif
mamak kau beranak anak jin,0,Netral
masyarakat mana kau,0,Netral
andai anggota dpr bisa merasakan gaji guru honorer yang dikasih setiap bulannya tidak ada tunjangan apapun masa dibilang beban negara,-2,Negatif
cuma dapat ribu buset sudah sampai juta,0,Netral
bohong kan bpk masyarakat sudah tidak percaya pak rakyat dah pde pintar pakk,-2,Negatif
kamu saudaranya dpr ya pantasan bela mati matian padahal kerjanya hanya duduk nnyn tik tok,0,Netral
di yogya cuma ribu aku jual,0,Netral
joget tidur mangkir rapat paripurna jalan jalan berkedok studi banding regulasi hasil copas negara tetangga bebas konsekuensi pidanaperdata akibat kebijakan kolektif parlemen selama tahu hidup ditanggung negara kerja tahu pensiun seumur hidup lalu masih merasa paling perlu dikasihani,1,Positif
juta saja ya allah,2,Positif
klarifikasi ya beda transparan saja ke rakyat slip gaji setiap bulannya,-1,Negatif
kali ini katamu benar bro,0,Netral
bukan masalah oktober bla pak yang rakyat maksud itu tujangan ya dpr dan dprd itu di hapus pejelasan itu yang rakyat tunggu,-7,Negatif
coba saja cek november nanti tetap masih ada tuh juta ya,0,Netral
rapat tidur sambil menonton pemersatu bangsa,0,Netral
juta kali anggota dpr,0,Netral
kenapa ayam di ekspor ke singapor pak dasco,0,Netral
ya betul ratusan juta keterima setaun ada yang lima kali ada yang delapan kali dalam setaun ratusan jta lain dari gaji itu,-2,Negatif
tidak pakai tunjangan ini itu yang penting kerjaaa dari pada nganggurr orang orang dpr juga kebanyakan orang yang tidak berkompeten tidak seperti dpr jaman dulu,-10,Negatif
bancakan uang rakyatnegara ini punya siapa integritas dan sense off crisis mu dpr tidak ada,0,Netral
tidak bisa pakde macam itu,-2,Negatif
saya tidak rela pajak saya dikasi ke dpr apalagi hanya untuk tunjangan gilaan,-6,Negatif
itu baru tunjangan belum pokoknya,-3,Negatif
manusia tengik selalu ada,1,Positif
terus apa kbr rakyat mereka tidak kasihan kah,-2,Negatif
berjuang untuk rakyat kok rakyat ya semakin menderita,1,Positif
mana ada ngontrak tahun dwtnya dari okt okt bapak lucu,-1,Negatif
ya soalnya sambil jualan beras,1,Positif
kau terus komen yohanes di mana mana,0,Netral
beda lagi penjelasan ya,0,Netral
aduhhhh nikmat yang tak terhingga,0,Netral
kalau begini kan enak jelasinnya tidak kayak kemarin juta kali hari,-3,Negatif
sudah tidak percaya lagi nama ya dpr,0,Netral
sekolah lagi biar bisa ngitung,0,Netral
mutar terus semua buat peyalamat ngaada yang di percaya orang ini,0,Netral
ternyata efesiensi buat naikin gaji dpr ya di kasih tunjangan rumah padahal rakyat masih banyak yang tidak punya rumah dan memiliki rumah yang tidak layak huni,0,Netral
fix golput saja lahhhh,-1,Negatif
penipu kau pak,-1,Negatif
mukin seklai makan orang kg,0,Netral
tunjangan beras saja tidak kepakai karena kalau kerja dapat makan mereka di kantor tunjangan bensin juga tidak dipakai kalau mereka meminta dijemput mobil kantor dan uang bensin yang mereka klaim wkwkwkw,-6,Negatif
juta sewa rumah tahun mending menyewa ruko saja buat gedung dpr tidur bareng sana tolol,1,Positif
di renovasi saja rumah dinas ya dari pada tiap bulan mengasih juta,0,Netral
ooohrupanya begitu paham salah,-1,Negatif
bukankah ada perumahan dewan di widyacandra,-1,Negatif
berbelit belititu cari aman mereka,-1,Negatif
gaji orang yang membuat mereka pintar seperti sekarang ini ya bu gitupun di anggap beban,-1,Negatif
tidak sinkron sama ucapan kd,1,Positif
ada ambulance ngibul ngibul ngibul,0,Netral
inpo jadi anggota dpr,1,Positif
waduh kasihan bangetcuma perbulan rakyat mencari buat makin susah ya setengah mati,0,Netral
gaji sudah besar suruh bayar sendiri lah katanya efesiensi,-3,Negatif
ini nih salahnya sudah terjadi baru transparan kenapa dari awal tidak transparan coba,1,Positif
kerjanya meneropong alam ghaib,0,Netral
sudah mulai mencari pembenaran,0,Netral
bersenang senanglah kalian di atas bumi yang hanya sementara ini jangan lupa masih ada khdpan di bawah bumi setelah ini,-5,Negatif
enak kali makan uang rakyatt yahhhhhhh kami asik melarat ajaaaaaa,0,Netral
tidak ada pungsi ya juga mereka bro bagi masarakat,0,Netral
gaji dpr yang sudah besar dinaikkan lalu guru di anggap beban benar tidak berpihak pada rakyat,-2,Negatif
harus ya sih begitu kerja ya saja capean gue,1,Positif
sudah bubarkan dpr tidak guna,0,Netral
beras juta buat makan orang se desa,2,Positif
beras juta perbulan kalau bagi kita juta untuk beras saja berapa tahun kedepan ya baru habis juta itu,2,Positif
ya ya ya anda luar biasa,2,Positif
dan mngkn pajak kita juga bukan buat bikin kenyang itu tikus ya,0,Netral
barangkali ada yang mau mencari pekerjaan sampingan tanpa menganggu aktifitas lainnya jadi admin wfh di paragon something kerjanya full di rumah,0,Netral
mau dong kami yang guru dapat rumah dinas,1,Positif
mikir rakyatlihat kebijakan apakah melindungi kepentingan warga,2,Positif
ya iyalah modal kan sudah habis banyak berapa tahun balikin ya,2,Positif
coba kalian pikir gaji tidak di pakai tunjangan beras juta kg saja mana habis sebulan belum lagi mereka makan di restoran buat apa ada tunjangan beras,-5,Negatif
mengakak gue bacanya,0,Netral
buang waktu buang duit well,-2,Negatif
lah emh umr kok wkwkwk tapi lihat tunjangannya,2,Positif
gue sebagai buruh sedih dengernya,-2,Negatif
sama karung ya kayanya,1,Positif
kita rakyat ya sebulan beras habis kilo kali ribu sudah wow banget itu sebulan juta model beras ya kayak bagaimana masih ditanak dulu kan,0,Netral
nah rakyat gaji umr saja sudah bersyukur banget asal tidak ada phk mereka hidup dengn makmurnya,0,Netral
juta setiap tahun itu sudah banyak bos,1,Positif
beras tikus kantor ngab,0,Netral
betul bgttkita rakyat indonesia hebat bisa zakat sama dpr,1,Positif
ini kurasa baru benar,0,Netral
kocak benar abang negara wkwkwk,0,Netral
takan laanggota dpr tak punya rumah pribadi sendirisampai kontrak rumah pun mesti negara yang biaya kan juta lagi per bulan lgya allah rakyat kecil bayar kontrakan juta jesusah ya meminta ampun,2,Positif
jika gaji dpr sama dengan gaji pns maka indonesia akan bebas dari politik uang saat pemilu,-2,Negatif
ngontrak sebulan juta dimana,1,Positif
seterah saja lah pusing bingung mendengarkan ya,-1,Negatif
lah ya sekarang susah cari krja yang krja saja lagi wanti semua nya lagi pada sepi,-8,Negatif
mending uangnya untuk perbaikan rumah dinas,2,Positif
akh gaaas terus guys,1,Positif
bisa tidak kamu masuk dulu ke alam mu bro jangn bikin rumet di alam manusia dong plis bro,-1,Negatif
turunkan gaji dpr samakan dengan gaji umr dan hapus semua tunjangan dan fasilitas dpr apakah mereka masih mau jadi dpr kalau tidak ada cuannya tidka juga dpr turunkan gaji gaji bumn dan pemerintahan lain yang gaji tidak masuk akal potong gajinya san hapus semua tunjangan dan fasilitas ya,-12,Negatif
umr kita juga lemah sedih banget ternyata kita belum merdeka,0,Netral
kalau rakyat sudah gerak baru pada klarifikasi akal akalan sekarang sampai oktober wkwkwkkww dasar tikuss berdasi,-2,Negatif
ganti dalam wujud barang saja kenapa kasih saja beras kg karung kasih kelur papan minyak goreng dus cukup sebulan itu,-2,Negatif
benerbener beban negara,-1,Negatif
satu komloptan yan saling menutupi benerkan,0,Netral
makanya bingung jadi pajak pada dinaikin tidak mikir rakyat,-3,Negatif
sudah ada sejak dulu rumah dinas itu tapinya di pakai malahan,0,Netral
yang juta bensin beras juta,1,Positif
iya betul kayak bujang muka nya,0,Netral
stop boleh byar pajak,0,Netral
telur hampir ribu lho,0,Netral
lihat jejak digital bapak inisepertinya begitu kah,1,Positif
kami cuman dapat anjing,-1,Negatif
yang ini rumah ya sudah rusak belum bertanya dengan nada bingung,3,Positif
beras juta sekarung sekali makan,0,Netral
kasihan dengan kawan didpr apa kabar kami pak,-1,Negatif
anjrit beras di belikan cumaaaa juta,0,Netral
sangsi dengan omon omon,0,Netral
amin ya allah,2,Positif
tikus di dalam gedung mereka tidak bisa menangkap,0,Netral
kalau lihat gaji umr juta bagaimana pak,1,Positif
padahal krja ya cuma tidur saja,-1,Negatif
sebelum tahun kalau sekarang berarti tiap tanggal juta,0,Netral
bukan di kali tapi,-1,Negatif
dan kalian percaya,1,Positif
berasnya mau dipakai apa ya kira sampai juta begitu,1,Positif
memikirkan rakyat sambil molor,-1,Negatif
sama saja dibikin kayak tni,-1,Negatif
bahkan uang bensin sama beras dia saja lebih gede ya dari gaji kita hahahahha,0,Netral
bubar saja sudah habiskan uang saja untuk hal yang tidak penting pernah tidak memikirkan rakyatmu kemiskinan rakyatmu lebih membutuhkan dari yang kalian rencanakan,-7,Negatif
juta sebulan buat beras dapat berapa karung tuh,2,Positif
naik dkit dpr naik gji rakyat tambah melilit,4,Positif
sudah lihat parah banget dana aspirasinya masyalllah,2,Positif
salahnya dimana lgian jadi dpr itu tidak enak harus lembur siang malam dan mnguras tenaga dan pkiran demi memkirkan rakyat supaya hidup sejahtra mereka lembur sampai subuh karena rapat mewakilkan suara keluh kesah rakyat jadi wajar lah kalau gaji mereka naik kapan perlu kita rakyat harus tambah gaji mereka dari yang juta perhari jadi juta perhari karena mereka banyak berjasa buat negara ini,-2,Negatif
hasil kerjanya tidak ada,0,Netral
tahu bulan juta jadi biaya kontrak rumah di kasih jtbulan ini sih ngontrak istana bukan ngontrak rumah,1,Positif
betull kaya sakit hati banget plus miris,0,Netral
juta uang beras dpr starah penghasilan kita buln waduh tak beres ini,1,Positif
coba kandangin dulu dia nih,-1,Negatif
bukan ya dpr punya komplek perumahan dibeberapa lokasi di jakarta itukan fasilitas negara untul anggota dpr,0,Netral
kontrak rumah juta bulan gede banget rmhnya ada kolam renang opo piye,1,Positif
bagi saya gaji dpr naik tidak masalah kalau hasil kerjanya bagus tapi kalau gaji naik hasil memeras rakyat dengan cara menaikkan pajak dll itu hukumnya haram,-3,Negatif
berjuang dimananya bosqu awalnya pengemis itu bosqu makanya dikasih gaji jadi overhead,0,Netral
setuju kata ahok juga yang penting uang masuk jelas,-3,Negatif
mau buka toko sembako mas,0,Netral
iya benar kasihan katanya dia bilang lah kita siapa yang ngasiani,-3,Negatif
beras cumaaaaaa jutaitu bisa buat makan orang sekampung,1,Positif
juta untuk tahun,1,Positif
innalillahi wa innaillaihi rojiun,0,Netral
angka sebesar ini baru untuk tunjangan kontrak rumah lho tunjangan lainnya sekalian diuraikan pakberani jujur tidak,-2,Negatif
juta bisa buat beli rumah baru blok,3,Positif
kali kan sua anggota dpr itu sudah tembus triliunan,-1,Negatif
beras merah bgg kloga beras organik porang no gluten brasmati untuk mnjga kesehatan,0,Netral
enak benar ya jadi anggota dpr terhormat hidup mewah kami rakyat semakin susah dan sulit mencari nafkah,0,Netral
kasihan kwan sudah krj kras lo buk,0,Netral
mau rembes bensin mtr ribu seminggu saja sudah tidak dapat,-2,Negatif
bagaimana prabowo kok begini amat mimpin indonesia,0,Netral
kan mereka wakil kita,0,Netral
yang sudah punya rumah bagaimana bos,2,Positif
sarjana lawak sama tukang sulap,0,Netral
setiap tunjangan dpr naik jutaan sedangkan umk naik paling kencang ratusan ribu doang wkwk,0,Netral
kenapa ya selalu mencari pembenaran dan seolah angka yang kalian sebut kecil padahal bagi rakyat tunjangan rumah kalian bisa buat beli rumah impian kebanyakan rakyat,2,Positif
cari nih dia cok kok di membela ya para tikus,0,Netral
itu uang rakyat pak kami bayar pajak di naikin terus kami di gorok di cekik sampai mati kalian baru senang ya,-1,Negatif
ah paling juga di ganti dengan tunjangan yang lainbasidasar badut badut politik,-3,Negatif
pejabat kayak raya rakyat sengsara,-3,Negatif
bisa untuk makan setahun keluarga,0,Netral
berjuang untuk pribadi n partainya tidak memikirkan kesulitan rakyat,-3,Negatif
biyarin mereka lagi menikmati surga dunia tidak memikirkan kan surga akhirat,-4,Negatif
nah benar membuat saja rumah susunbiar ngumpul di satu tempat,0,Netral
gaji guru saja dalam sebulan tidak sampai sejuta kak,0,Netral
berjuang apa ya bukti ya rakyat ya yang harus ya jadi tuan ya malah semakin banyak kesusahan omon lho,1,Positif
juta dibilang cuma kita punya uang ribu buat beli beras sekarung saja sudah bersyukur,2,Positif
anggota dewan rupanya kuat makan ya,-1,Negatif
ajiiibbb sebulan juta buat ngontra rumah,3,Positif
kali bulan xjtam orangitu baru rumah,0,Netral
manfaatnya dpr itu apasih gunanya ada dpr itu apasih coba jangan terlalu banyak pejabat negara ini kebanyaka bayar pekabat,-6,Negatif
juta per ekor ya dan bayangkan ada berapa ekor di seluruh indonesia,0,Netral
anjj kasihan sama orang yang gajinya belasan juta,1,Positif
rakyat miskin yang harus di kasihanin bukan dpr,-4,Negatif
wow itu dari pajak kok tidak iklas ya,-3,Negatif
susa cari duit buat byr pajak malah begini,-2,Negatif
